clean_content,kategori,emosi
pelayanan buruk saya telah melunasi semua tagihan namun pada sistem masih ada tagihan,Penagihan,Kecewa
selamat tinggal akun dinonaktifkan gara gara telat bayar penagihnya juga kasar padahal gara akun g bisa dibuka,Penagihan,Kecewa
aplikasi tidak bertanggung jawab dulu aku udh ngelunasin semua pinjamannya udh lunas lama malah ngedatengin bawahan suruh narik tagihan kerumah pas saya gada malah ke ortu nagih nya dan lgsung dikasih ortu saya pas saya minta uang kembalikan katanya iya mau dikembalikan dalam hari kerja malah ga dibalik balikin malah akun saya diblokir sama saja saya bayar doble dan itu ga sedikit sangat mengecewakan,Penagihan,Kecewa
mau kredit barang ga bisa lagi padahal cicilan paylater sudah lunas sebelum tanggal cetak tagihan tolong dong pihak akulaku kasih motode cicilan barang lagi saya mau beli barang elektronik,Penagihan,Kecewa
assalamualaikum bapak ibu gimana cara nya kita bisa pinjaman lagi ketika kredit kita kurang tetapi tagihan udh lunas semua,Penagihan,Kecewa
kecewa padahal bayar tagihan selalu tepat waktu tapi setelah itu ga bisa mulu,Penagihan,Kecewa
dapat cashback pulsa dan ternyata itu masuk kedalam tagihan sudah saya lunasi tapi akun paylater saya tetap d bekukan sampai saat ini sudah komplain ke customer service tapi selalu di alihkan dengan rekan yang lain mohon untuk d perbaiki lagi,Penagihan,Kecewa
saya ada kendala saya sudah download sudah ada pinjaman tapi aplikasinya terhapus saya instal lagi di cek tagihannya tapi berubah bagaimana mau bayar nya jika nomor kontraknya hilang,Penagihan,Kecewa
yth bapak ibu saya yono w per tanggal oktober saya uninstall hapus aplikasi akulaku ini dikarenakan saya tidak mau terlilit hutang pinjol lagi semua tagihan sudah saya lunasi dan sudah minta tutup akun atau pembekuan permanen meminta tolong untuk pihak dari aplikasi akulaku ini menghapus semua data pribadi saya di aplikasi ini dan saya tidak bertanggung jawab jika disalah gunakan saya akan lapor sekali lagi tolong hapus semua data pribadi saya,Penagihan,Kecewa
mohon bantuannya minn saya mau bayar tagihan tetapi akun saya keluar mau login tapi nomer sudah tidak aktif lagi mohon bantuannya min sudah wa langsung tetapi tidak dibalas,Penagihan,Kecewa
kapok banget pakai akulaku saya pengguna sudah sangat lama bahkan dari akulaku baru muncul belum pernah ada keterlambatan pembayaran dalam transaksi baru hari ini saya terlambat karena memang benar lupa ngurusi liburan natal baru beberapa jam saja sudah muncul denda ribuan dari tagihan ribuan gila bener dendanya saya selesaikan setelah tagihan selanjutnya lunas gk bakal lagi pakai akulaku,Penagihan,Kecewa
agak laen padahal saya sudah membayar semua tagihan saya tapi ntah kenapa saya masih memiliki tagihan yg belum terbayar padahal limit saya sudah kembali seperti semua,Penagihan,Kecewa
saya pinjam yg pertama lolos tapi untuk pinjaman yg ke di tolak mulu padahal saya bayar tagihan nya lancar,Penagihan,Kecewa
saya sudah melunasi semua tagihan bahkan sebelum jatuh tempo saya melunasinya tpi kenapa saya tidak bisa meminjam lagii dan kredit skor saya kurang,Penagihan,Kecewa
saya kecewa dengan akulaku saya sudah lunasin tagihan sebelum tanggal jatuh tempo namun limit paylateer tidak bisa digunakan lagi kecewa sekali kalau tau paylater tidak bisa digunakan lagi tolong ya jangan chat saya di email,Penagihan,Kecewa
knpa sya ada tagihan sedangkan tagihan sudah saya bayar smuanya sudah lunas smua knp masih ada tagihan lagi akun sya juga sudah saya hapus,Penagihan,Kecewa
tagihan paylater saya kali pembayaran saya sudah melakukan pembayaran ke tetapi di aplikasi masih pembayaran ke sedangkan tanggal jatuh tempo sudah memasuki bulan ke pembayaran pembayaran ke saya belum di potong tolong pihak aku laku selidiki kemana pembayaran saya yg ke,Penagihan,Kecewa
maaf akulaku saya kecewa dengan pelayanannya tagihan belum jatoh tempo udah ditagih sementara pembelian gagal ada keterangan refund berhasil udah lewat x jam ditunggu sampe sekarang dana masih belum balik bahkan masuk tagihan pengajuan komplain malah di lempar sampe coustomer service tapi g ada solusi pertanyaan dibolak balik kesitu mulu parah,Penagihan,Kecewa
sgt membantu saya tapi sayang hanya telat hari saja limit yg kita punya sudah tdk bisa digunakan lg pdhal tagihan lunas,Penagihan,Kecewa
mengecewakan banget dengan aplikasi akulaku ini pernah saya minjam dan saya lunaskan sekaligus tanpa nunggu jatuh tempo tetapi bukan nya limit nya naik malahan turun dan tiap pengajuan pinjaman sekarang di tolak kan aneh benar selalu ada notifikasi pengajuan pinjaman tetapi penolakan terus keterangan ojk tapi mempersulit pengajuan pinjaman di hubungi cs nya juga mereka tidak respon baik secara chat maupun di telepon,Penagihan,Kecewa
saya sudah bayar cicilan tidak pernah telat dan sekarang cicilan saya sudah lunas di aplikasi tertulis berarti saya sudah membayar tagihan sebanyak kali donk kenapa pihak akulaku masih menelpon saya dia bilang cicilan saya masih sisa x pembayaran lagi tolong akulaku jelaskan,Penagihan,Kecewa
kenapaaaaa tidak d pakai limit saya gara bayar nyaaa kurng dr tgl tagihan aneh deh keceptan byr masa jd jlek,Penagihan,Kecewa
no komen pokok e bagus semua tapi sayangnya sekarang dana cicilku gak bisa dipakai lagi padahal bayar tagihan selalu tepat waktu,Penagihan,Kecewa
sy tepat waktu dan tdk ada tagihan tp tarik tunai gagal trs,Penagihan,Kecewa
tolong ini kenapa saya tiba tiba ditelpon orang an malik mengkonfirmasikan bahwa saya masih ada tagihan sebesar sedangkan saya sudah tidak punya lagi tagihan sejak bulan kemaren tolong ditindaklanjuti min,Penagihan,Kecewa
gimana mau bayar ini boss pembayaran via bca koq gak ada pembayaran via minimarket juga gak ada perlukah harus tidak di bayar tagihanku ini,Penagihan,Kecewa
semua tagihan sudah dibayar namun masih muncul tagihannya tolong diperbaiki,Penagihan,Kecewa
skrng tambah burik padahal saya udh byr tagihan saya giliran mw pinjam lagi ga bisa sue,Penagihan,Kecewa
kenapa akulaku skrg sudah tidak bisa bayar tagihan ya pdhl aq g pernah telat bayar dan selalu lancar apakah boleh dijelaskan,Penagihan,Kecewa
atas nama margono saya baru saja melakukan pembayaran sebesar pada selasa tgl maret pukul kenapa belum ada konfirmasi dan di aplikasi masih ada tagihan mohon di konfirmasi,Penagihan,Kecewa
aplikasinya sudah bagus tapi setelah membayar tagihan tidak langsung di proses ketika sudah bayar tpi di aplikasinya masih ada tagihannya,Penagihan,Kecewa
aplikasi akulaku sangat parah tagihan pinjaman tidak pernah telat sudah bayar tepat waktu berharap limit bisa naik ehh malah turun limit nya dan yg lebih kecewa lg pengajuan di tolaaaaak apaan kayak gini gak bermutu aplikasi akulaku,Penagihan,Kecewa
saya sudah kasih bintang lima dan tagihan saya sudah d bayar tpi masi belum bisa d gunakan paylater saya tolong kembalikan paylater saya lagi,Penagihan,Kecewa
kecewa karena ada barang yg bayar via payleter pesan barang sudah bln blm jga di kirim sementara tagihan sudah jth tempo barang jg blm kirim sengaja byr telat tdi nya krna mls barang blm datang tpi cicilan dh di bayar kn gak enak eh tapi bru lewat hari yg tlfn banyak bgt tapi nya nelpon tapi di angkat gak jawab apa aneh dan akhirnya whatsapp ngancem gak takut lgi an barang ajj blm di kirim masa ia udh suruh bayar tagihan dh di bayar awas dana retur saya gak balik saya sebar nama toko nya,Penagihan,Kecewa
kasih bintang biar akun saya bisa kembali normal dan bisa di gunakan belanja lagi sbnrnya kecewa saya udah lunasi tagihan udah sering pinjam tapi kenapa limit dan tenor tidak bisa di gunakan lagi udah bulan akun saya di bekukan padahal sudah upload akun bpjstk dan npwp sudah tidka bisa gunakan limit dan paylater tidka bisa di gunakan padahal pembayaran lancar,Penagihan,Kecewa
sudah melakukan pembayaran tagihan namun belum ada verifikasi diaplikasi juga masih tertera tagihan padahal pembayaran sudah lebih dari x jam,Penagihan,Kecewa
saya sudah bayar tagihan tpi bukanya namabh malah tidak mendapatkan limit sama sekali,Penagihan,Kecewa
kecewa sama aplikasi akulaku ngerusak nama baik tagihan saya cuma rb pas cek bichaking malah punya tagihan jta sama d cek d aplikasi akulaku nya udah gk ada tagihan aneh,Penagihan,Kecewa
mohon maaf kasih bintang utang udh lunas bayaran gk pernah telat tp mau minjam lagi gk bisa gimana yg macet kecewanya disitu sengaja setoran bener biar suatu saat pas lunas butuh bisa cair lagi ternyata zonk percuma setoran bener juga baru telat hari bagian penagihan lewat telpon udah caci maki kasar,Penagihan,Kecewa
tagihan di bayar tepat waktu kadang padahal di bayar sebelum jatuh tempo nya tapi kenapa limitnya gak nambahÂ² ya,Penagihan,Kecewa
ko tiba ada tagihan padahal ga ngambil apa apl g jls,Penagihan,Kecewa
jangan beli brang di dini paket muter muter di retur gk bisa di apa apain gk bisa komplain ke cs robot ajukan refund gk bisa karna paket sedang di jalan paket dah sebulan muter muter bolak balik pinang hub sama sunter dc,Penagihan,Kecewa
nyesal minjam di akulaku tahap awal peminjaman sampai bagus eh mau minjam lagi gak lolos kurang merekomendasikan ini aplikasi padahal tagihan bayar tepat tanggal,Penagihan,Kecewa
aplikasi udah bagus tagihan selalu sebelum jatuh tempo kenapa limit diturunin malah nggak bisa pinjam lagi,Penagihan,Kecewa
kak saya sudh selesai mmbnyar tgl desember tapi kenpa kok mengajukn lagi gagal alias tidak bisa suruh nglunasi padahal sudh lunas dan tidak ada tagihan,Penagihan,Kecewa
saya sudah membayar tagihan tapi masih ada telpon dari akulaku untuk melunasi tagihan ketika saya cek aplikasinya memang ga ada tagihan bagaimana ini solusinya tolong di perbaiki lagi lah,Penagihan,Kecewa
awalnya saya suka sm apk akulaku tapi sekarang kecewa sm apk ini saya mau ajuin pinjaman masa limitnyabalik ke awal lagi cm rb padhl pinjaman seblum nya juta saya ambil tempo bln tp blm waktu nya pembayaran udh saya bayar kayak yg tagihan bln desember udh saya bayar di bln nov dan harusnya pelunasan dibulan jan udh saya bayar awal des,Penagihan,Kecewa
sangat mengecewakan saya sudah melunasi tagihan sesuai dengan perjanjian bahkan sebelum jatuh tempo namun setelah itu pengajuan saya selalu ditolak terus,Penagihan,Kecewa
kecewa sanat kecewwa pinjaman sudah saya lunasi dari bulan juli kemaren tagihanya masih sampe sekarang malah kena denda keterlambatan katanya pelayananya malas tidak mau ngecek data tagihan konsumen,Penagihan,Kecewa
hello akulaku saya pernah punya akun akulaku tapi itu dulu dan sudah saya bekukan akun saya sudah hampir tahunan tapi kenapa skr saya dapat email tagihan atas pengambilan barang seharga harga fantastic padahal saya gak ambil barang apapun apalagi saya sudah membekukan akun saya kenapa masih ada transaksi,Penagihan,Kecewa
kenapa tagihan saya yang sudah lunas malah jatuh tempo gak gini juga caranya jadi rentenir,Penagihan,Kecewa
costumer service lambat merespon baik itu via telpon maupun live chat masa disuruh ngantri nmor an saya sudah membayar lunas tetapi di aplikasi tetap ada tagihan mohon bantuannya,Penagihan,Kecewa
aku pengguna baru akulaku punya aplikasi akulaku pas bulan setiap bayaran tagihan paylater aku lancar terus bagus alhamdulillah malah kalo belom tanggal ny bayar tagihan aku udah bayar duluan tapi pas pake akulaku dana cicil telat hari aja eh gak bisa mau ngajuin lagi dan mau beli apa pake paylater gak bisa akulaku kenapa sih ko jadi membingungkan aku ya tolong dong akulaku perbaiki lagi buat pengguna ny yang selalu mengutamakan bayaran tagihan sedih aku tuh di giniin akulaku,Penagihan,Kecewa
pembayaran x ga pernah telat saya bayar tagihan pas mau mengajukan pinjaman yg ke x kenapa limitnya hanya rb no recomend deh parah,Penagihan,Kecewa
kasih bintang aja lah sekarang kalo sudah pelunasan susah mau pinjam lagi pdahal belum pernah telat bayar tagihan gajelas sekarang limit banyak tapi susah utk d gunakan,Penagihan,Kecewa
kenapa paylater ga bisa dipake padahal ga punya tagihan,Penagihan,Kecewa
aku bingung sendiri ga pernah telat bayar tagihan kok mau pengajuan ulang tidak lolos verifikasi sih tolonglah min solusinya apa,Penagihan,Kecewa
lucky draw di awal lg viral ngasih rb terakhir jd pinjaman di tagih huuu,Penagihan,Kecewa
saya sudah lama menggunakan akulaku sudah x kredit hp dan pembayaran lancar kemarin hanya perkara telat hari doang bayar tagihan sebanyak rupiah saya tidak bisa pake limit saya saya kecewa,Penagihan,Kecewa
saya sudah lama memakai akulaku tapi baru sekarang akun logout sendiri dan untuk masuk tidak bisa untuk semua cs sudah di hubungi tapi tidak ada respon sama sekali saya memiliki tagihan jd saya tanggung jawab mencari semua akun untuk komplain tp tidak di respon tolong untuk segera di respon,Penagihan,Kecewa
kenapa di aplikasi ga ada tagihan ya padahal saya punya tagihan tlg d perbaiki,Penagihan,Kecewa
tagihan pinjaman sudah di lunasi cicilan pun sudah di bayarkan bulan tapi kenapa sisa limit tidak ada yang bisa digunakan,Penagihan,Kecewa
akulaku lamaÂ² makin buruk padahal pembayaran tagihan nggk pernah ternah telat mau pinjam lagi eh malah nggak bisa,Penagihan,Kecewa
tagihan saya jatuh tempo tanggal tanggal sudah saya lunasin kok pada saat pinjaman yang berikutnya pengajuan pinjaman saya di akulaku di tolak dengan alasan pembayaran tagihan saya tidak tepat waktu dan juga pada saat pengajuan pinjaman progress pencairanya masih di selama hari bagaimana ini akulaku,Penagihan,Kecewa
sengaja saya kasih bintang biar ke baca cukup kecewa sama akulaku tagihan saya sudah di bayar lunas sebelum jatuh tempo tp limit pinjaman nya turun dak gak bisa di cairin sudah itu payleter nya gak bisa digunakan jangan kasih limit dibk kalau gak bisa di pakai,Penagihan,Kecewa
aplikasinya bagus cuman dc nya aj gak ngerti di bilangin padahal masih saya bayar walaupun telat,Penagihan,Kecewa
bayar tagihan tepat waktj tetapi untuk minjam tidak bisa padahal saya pelanggan lama,Penagihan,Kecewa
ni aplikasi apa ya ko dana saya tiba tiba di bayarin tagihan di apk ini padahal ga punya tagihan apapun,Penagihan,Kecewa
ko byar pinjaman pay leter tepat waktu mau pinjam lagi ga bsa pay later tidak baa gi gunakan limitasih bnyak gmana nih tagihan pay later blm jatuh tempo sdh byar,Penagihan,Kecewa
ga tau kenapa pinjaman saya masih ga lolos verifikasi padahal ga ada tagihan tapi langsung ditolak aja tapi gapapa saya kasih bintang barangkali ada keajaiban diverifikasi,Penagihan,Kecewa
gk pernah telat bayar tagihan malah sekarang gk bisa minjem lagi gimana sih akulaku ini,Penagihan,Kecewa
tagihannya sudah lunas kok beli pulsa aja gak bisaaaaa kalau gak kepepet ganti aplikasi lain,Penagihan,Kecewa
saya bayar tagihan sebelum tanggal jatuh tempo tapi sekarang malah gak bisa ngajuin pinjaman lagi karena sekor kredit padahal saya gak telat bayar mohon di bantu akun atas nama billy nurhidayat,Penagihan,Kecewa
sangat membantu tp knp sll ada tagihan bila sdh lunas,Penagihan,Kecewa
dari kemaren sy mau bayar tagihan tapi menu tagihan nya gk ada aplikasinya tolong d perbaiki lg gini mau bayar jadi susah dr kemaren nyari nyari d aplikasi gk ada,Penagihan,Kecewa
maaf bintang q kurangi krn tdk bisa bt apa lg pdhl tagihan lancar sdh hub cs tanggapannya di suruh mencoba trs,Penagihan,Kecewa
pak bu saya sudah bayar tagihan akulaku kok masih muncul ya tagihan saya,Penagihan,Kecewa
tolong hapus akun saya secepatnya saya mendapat banyak telepon asing sejak saya mendaftar di akulaku padahal saya belum menggunakan fasilitasnya sungguh kecewa data pribadi saya bisa bocor ke orang lain yang tidak berkepentingan,Penagihan,Kecewa
gua kecewa sama akulaku kemaren saya ada tagihan bulan kemudian saya melunasi belum jatuh tempo setelah saya lunasi mau pinjaman ulang malah limitnya berkurang dari menjadi bukanya naik limit malah turun limit padahal saya belum pernah telat jatuh temponya kecewa berat gua,Penagihan,Kecewa
tolong kenapa limit saya tidak bisa di pakai padahal gak punya tagihan,Penagihan,Kecewa
udah lama ini baru login lg karna gak ada tagihan tp mau coba credit lg gak bisa,Penagihan,Kecewa
saya sudah bayar tagihan tapi kok tidak ada notifikasi malah status pinjaman belum lunas mohon bantuannya,Penagihan,Kecewa
aplikasi paling jelek tagihan udah lunas semua pinjem aja g lolok vervikasi kecwe bisa sy g kasih bintang,Penagihan,Kecewa
kak kok saya udah bayar tapi kenapa belum ada keterangan lunas di akun saya ya masih ada tagihan saya masih simpan bukti pembayarannya loh,Penagihan,Kecewa
heran sama aku laku bayar tagihan gak pernah telat ehh giliran mengajukan lagi di tolak bikin kecewa aja sengaja saya kasih bintang biar ada yang membaca,Penagihan,Kecewa
pay later gak bisaa di gunakan butuh pembayaran pulsa apa tagihan listrik,Penagihan,Kecewa
saya sudah tidak ada meminjam lagi dan sudah melunasi pinjaman saya kenapaa sayaa di tagih kembali yaa tolong lhaa jangan di salah gunakan data saya dan saya sudah lama uninstall aplikasi nyaa,Penagihan,Kecewa
kepa download selalu gagal saya ada tagihan padahal mau saya bayar,Penagihan,Kecewa
pinjaman pertama lunas pinjaman ke dua lunas tidak ada tagihan aktif pengajuan pinjaman ke tiga selalu gagal terus menerus,Penagihan,Kecewa
hati hati aplikasi ini saya pinjam tapi saldo tidak masuk juga parahnya lagi ada tagihan,Penagihan,Kecewa
setiap hari dalam seminggu sdh ada telp operator tagihan sangat mengganggu tapi okelah,Penagihan,Kecewa
kecewa banget baru di instal hanya dapat limit rb doang pas coba ngajuin pinjaman malah tidak bisa katanya masalah tagihan padahal saya belom pernah minjam di apk ini,Penagihan,Kecewa
mengapa pengajuan saya di tolak trs dari setelah pembayaran tagihan,Penagihan,Kecewa
tagihan sd di byr cmn masih di minta tagihan gmna itu,Penagihan,Kecewa
waktu zaman corona sya telat bayar krna mslh di hp sya lupa sandi saat ada dc kerumah sya bayar lunas wlo telat tpi sayang sekali nama saya di blakslis jd jelek,Penagihan,Kecewa
kepala yg terhormat cs akulaku knpa akun payleater saya tidak bisa di pakai padahal saya tidak ada tagihan dan selalu bayar tidak lewat jatuh tempo tolong bantuan nya,Penagihan,Kecewa
tolong dong untuk akulaku saya baru pertama kali melakukan pinjama online tpi selalu ditolak dengan alasan saya harus selalu tepat tagihan tepat waktu padahal saya baru pertama kali pakek,Penagihan,Kecewa
minta tolong untuk cs ny gimana soal tagihan saya yg sudah saya bayar tapi tagihan masih tetap muncul,Penagihan,Kecewa
saya sudah membayar tagihan mau ngajuin selalu ditolak tolong bantu,Penagihan,Kecewa
mohon ketersediaanya untuk update pembayaran saya sudah membayar tapi di akulakunya masih ada tagiha mohon update nya lebih di perhatikan,Penagihan,Kecewa
saya sangat kecewa dengan aplikasi pinjol ini sbb saya tidak ada pinjaman tapi ada tagihan maka dari itu saya akan menghapus aplikasi ini,Penagihan,Kecewa
proses cepatnya cuma di awal doang abis itu susah untuk pengambilan pinjaman padahal gk pernh lewat sehari pun untuk byar tagihan,Penagihan,Kecewa
tagihan sudah lunas pinjam lagi malah gak bisa kenapa bosku,Penagihan,Kecewa
buat cicilan sekarang gk bisa lebih dr bln kenapa dengan akulaku bayar tagihan pun gk pernah telat atau lewat limit juga stay diangka segitu gk naik untuk pinjaman tunai masih ok lah walaupun ada yg gk bisa dipakai nth krn apa,Penagihan,Kecewa
gimana nih aplikasi al saya sudah lama make dan gak terjadi hal hal yg kurang baik kali ini saya setor tapi kok tagihan masih muncul malah jadi lewat tempo lagi saya gak terlambat bayar yah karena anda ini saya jadi terlambat kecewa saya kalau gitu balikin dulu uang saya angsuran sama cicil rp angsuran sama flexi rp balikin dulu dan perbaiki nama saya di bi karena saya terlambat karena gara gara sistem anda,Penagihan,Kecewa
aplikasi gak berguna pdahal tidak ada tagihan dan tidak pernah telat bayar tapi akun sy dibekukan jadi percuma tepat waktu bayarnya,Penagihan,Kecewa
admin yang terhormat saya sudah membayar angsuran bulan ini dan tepat ditanggal jatuh tempo pembayaran berhasil tapi kenapa diaplikasi masih ada tagihannya,Penagihan,Kecewa
limit paylater gak bisa digunakan untuk apa apa pinjaman tunai selalu di tolak padahal gak pernah telat bayar tagihan,Penagihan,Kecewa
sangat kecewa tagihan saya udah lunas tidak pernah terlambat ko mengajukan kembali malah di tolak,Penagihan,Kecewa
udah jd pelanggan lama tapi masih bisa di tolak terima kasih atas kerjasamanya semua tagihan sudah saya lunasin per tanggal juli saya uninstall aplikasi akulaku mohon untuk menjaga data saya,Penagihan,Kecewa
sudah setahun pakai pembayaran tidak pernah telat tapi pengajuan gagal katanya harap bayar tagihan tepat waktu,Penagihan,Kecewa
saya tidak punya tagihan apapun disini apa lagi tagihan ditempat lain tapi knp sampai saat ini saya tidak bisa mengajukan pinjaman apa lagi paylater saya kasih bintang aja karena saya dikecewakan kalo saya diberi kesempatan pinjaman baru saya kasih bintang,Penagihan,Kecewa
limit ada tidak ada tagihan tapi limit tidak bisa di gunakan,Penagihan,Kecewa
sudah tidak ada pembayaran tapi ada tagihan masuk masa sudah bayar tetap ada tagihan dan pas di cek tidak ada,Penagihan,Kecewa
sdikit pun saya tidak punya tagihan,Penagihan,Kecewa
diawal awal mudah tetapi sekarang ketika semua tagihan saya lunas malah tidak bisa di gunakan limit paylater pun sampai juta tapi percuma tidak bisa di gunakan bayar sebelum tanggal jatuh tempo tagihan lunas semua tapi tidak bisa digunakan semua bahkan coba beli pulsa rb pun gagal bener kecewa,Penagihan,Kecewa
kurang baik krna limit tidak bisa dipakai sama skali pdhl gk prnh ada tagihan apapun,Penagihan,Kecewa
saya heran padahal saya gak ada tagihan apapun tapi saya tidak bisa ngajuin pinjaman dan limit saya tidak bisa di gunakn,Penagihan,Kecewa
udah lama pake akulaku karna bagus tapi knapa skrng kaya gini saya udah bayar tagihan lebih cepat dari tanggal jatuh tempo terus ingin mengajukan pinjaman kembali kok tidak bisa,Penagihan,Kecewa
kecewa bgt pas bayar tagihan limitnya malah turun,Penagihan,Kecewa
akulaku aneh saya beli paket internet tapi paket internet nya gak terkirim terus tagihan nya ada tapi itu tagihan yang bulan lalu udah saya bayar,Penagihan,Kecewa
setelah sekian tahun pake akulaku semua tagihan terbayar akhirnya tidak bisa lagi dipake limit pinjaman tunai pun hanya rp iseng klik tak lolos pula kenapa,Penagihan,Kecewa
pertgl saya menghapus aplikasi akulaku tolong hapus data saya dan jgn disebarluaskan saya tdk bertanggung jawab atas segala transaksi yang dilakukan dengan menggunakan data saya terimakasih,Penagihan,Kecewa
akulaku udah gak seperti dulu limit banyak pun percuma paylater gak bisa apalagi dana cicil makin ribet pdhal pembayaran saya baik bahkan sebelum jauh jatuh tempo sudah dibayar mau selesaikan tagihan dulu habis itu uninstall,Penagihan,Kecewa
kecewa dengan akulaku sekarang limit dan pinjaman tidak bisa di pakai semua padahal sama sekali tidak ada tagihan bayar juga tidak pernah telat hapus wiss kecewa,Penagihan,Kecewa
aplikasi sampah limit jt tiba turun jadi rb setelah bayar mau cairin rb eh gk bisa padahal gk pernah telat bayar dan selalu tepat waktu tapi kredit skor malah turun tanya cs bisa cuma copy paste saran doang gk bisa bantu apa kecewa banget sama aplikasi ini aku naikin limit susah dari limit awal rb dengan selalu bayar tepat waktu eh tiba turun jadi rb mana gk bisa dipake saranku setelah pinjam di aplikasi ini gk usah dibayar berantem dah ayok sama dc lapangan,Penagihan,Kecewa
aplikasi bobrok pinjaman pertama lolos lunas pinjaman kedua lolos lunas pinjaman ketiga di tolak padahal gak pernah telat bayar seharipun baik itu di pinjaman maupun cicilan paylater nya tau gitu mending gak usa di bayar sekalian sudah di tolak begini jadi males bayar tagihan cicilan paylater nya mending gak usa di bayar sekalian hahaha,Penagihan,Kecewa
akulaku payleter tidak bisa di gunakan jele tagihan sudah semua di bayar,Penagihan,Kecewa
padahal saya ga punya pinjaman dimana mana ini pertama kalinya saya minjem tpi saat mengajukan di sini selalu gagal udah ku coba berkali kali tetep sama alasanya harus bayar tagihan tepat waktu biar bisa mengajukan bayar tepat waktu gimana orang ga punya pinjaman ngga aneh sungguh bikin kecewa,Penagihan,Kecewa
harusnya kalo tagihan lunas kredit skor baik saja ini malah gabisa pinjam di semua aplikasi parah,Penagihan,Kecewa
meskipun telat pembayaran hari tapi tagihan lunas semuanya dan tidak bisa lagi mengajukan pinjaman aku tetap kasih bintang kecewa,Penagihan,Kecewa
entah ada apa dgn akulaku belakangan ini tidak bisa di gunakan baik paylatern maupun pinjaman pdhal saya tdk memiliki riwayat yg buruk dn tidak memiliki tagihan yg blm terselesaikan sempat ingin uninstal tpi coba saya lihat hari kedepan apakah msih sama,Penagihan,Kecewa
udah dibayar kok masih muncul tagihan nya,Penagihan,Kecewa
tagihan saya sudah di lunasin bulan yang lalu tapi tagihan tetap ada kenapa ya pembayaran bulan sebelum jatuh tempo di lunasin akan tetapi di aplikasi akulaku tagihan pinjaman belum hilang atau belum tercetak struk dan akhirnya sampai sekarang tagihan belum lunas harus di bayar mau komplain tidak bisa,Penagihan,Kecewa
kok aneh gak punya utang apa mau mengajukan kok ada tulisan ada masih memiliki tagihan yang belum dibayar begitu di klik tagihannya padahal rupiah gimana sih,Penagihan,Kecewa
udah gak ada guna nya lagi nih aplikasi padahal semua tagihan kredit dan pinjaman sudah saya lunasi walau kadang terlambat atau hari saja giliran saya butuh udah gak bisa lagi dah lah uninstall aja kecewa saya sebagai user lama di akulaku udah gak berguna lagi sekarang,Penagihan,Kecewa
mohon ditingkatkan keamanan penggunanya saya tidak pernah mengajukan pinjaman tapi malah ditagih untuk bayar saya kecewa sekali harus melunasi pinjaman yg diajukan entah oleh siapa penagih super tidak ramah saya benar tidak diberi kesempatan bicara tolong diperbaiki sopnya tapi salut untuk csnya super ramah dan solutif semoga diberikan apresiasi dari perusahaan saya masih menunggu hasil konfirmasinya semoga bisa terus berkembang lebih baik sekali lagi mohon ditingkatkan keamanan nya,Penagihan,Kecewa
hallo aqulaku sya sudah bayar semalam tapi tagihan masih ada malah lewat jatuh tempo mohon di cek,Penagihan,Kecewa
pinjaman payleter dan cicilan sdah lunas semua pas mau ngajukan pinjaman yg ke x selalu di tolak per tanggal juni akun sya bekukan permanen tlng jaga data sya dan sya tidak bertnggung jawab apa bila ada tagihan dari akulaku semua data pelunasan sdah sya foto trimakasih atas kepercayaan nya,Penagihan,Kecewa
akulaku sy sudah tidak ada tagihan tolong aktifkan lg,Penagihan,Kecewa
maaf saya sudah hapus akun akulaku saya terhitung dari hari sabtu desember semua tagihan sudah saya lunasi jd saya sdh tidak ada urusan lagi sama aplikasi akulaku terimakasih kepada akulaku tp maaf saya hapus karena saya sedikit kecewa paylater dan pinjaman tunai nya sudah tidak bisa di cairkan kembali pdhl saya tidak pernah telat bayar,Penagihan,Kecewa
kepada apk akulaku per tgl november jam saya sudah unistal apk akulaku ya tagihan sudah saya lunasi sebelum jatuh tempo percuma juga fasilitas paylater yang saya dapat juga tidak bisa di gunakan padahal tagihan sudah mohon data saya di jaga terima kasih,Penagihan,Kecewa
kecewa sama akulaku padahal tagihan tidak pernah lambat tapi mengajukan lagi ditolak cukup sudah unistal aja kecewa,Penagihan,Kecewa
php terus katanya bisa cair tapi tidak lolos terus ya hapus saja akunnya pindah ke yang lain cape padahal tidak punya tagihan,Penagihan,Kecewa
tolong jelasin ini maksudnya apa saya sudah membayar tagihan pertama tp kok diaplikasi nya pembayarannya terlambat hari malahan tagihan nya makin membengkak harusnya saya bayar tagihan yg ke dua utk bulan bsok ini malah saya disuruh bayar semua tagihan saya cuman rb masa iya saya harus bayar rb tolong jelasin,Penagihan,Kecewa
udah bayar tagihan tpi di aplikasi blum selesai bayar lewat bri link dikonter,Penagihan,Kecewa
aneh padahal sy gada tagihan sama sekali disni tapi pas mau ngajuin malah tidak lolos,Penagihan,Kecewa
gatau kenapa gabisa pake paylater nya setelah abis bayar tagihan malah gabisa pake isi pulsa gabisa bayar paylater nya mulai tgl mei kemarin gabisa ajukan pinjaman juga padahal bayar lancar,Penagihan,Kecewa
pinjaman sudah dilunasi malah jauh sebelum tanggal jatuh tempo tapi status di aplikasi masih ada tagihan yang harus dilunasi kalaupun dilunasi lebih awal sebelum jatuh tempo tapi limit malah ga naik naik malah makin turun walau setiap ada update an selalu lsg update ke versi terbaru tetap aja ga ada perubahan signifikan,Penagihan,Kecewa
